# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.256647 -----------------
#dely    BF
0.050  0.3903  0.0025
0.150  0.3478  0.0023
0.250  0.3311  0.0023
0.350  0.2915  0.0021
0.450  0.2680  0.0020
0.550  0.1921  0.0016
0.650  0.1643  0.0014
0.750  0.1399  0.0013
0.850  0.1367  0.0014
0.950  0.0977  0.0011
1.050  0.0708  0.0009
1.150  0.0527  0.0008
1.250  0.0368  0.0006
1.350  0.0229  0.0004
1.450  0.0114  0.0003
1.550  0.0100  0.0003
1.650  0.0048  0.0002
1.750 -0.0024 -0.0002
