# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.222345 -----------------
#dely    BF
0.050  0.2817  0.0021
0.150  0.2856  0.0022
0.250  0.2634  0.0022
0.350  0.2544  0.0022
0.450  0.2370  0.0022
0.550  0.1835  0.0018
0.650  0.1496  0.0016
0.750  0.1381  0.0016
0.850  0.1437  0.0018
0.950  0.1030  0.0015
1.050  0.0532  0.0009
1.150  0.0535  0.0010
1.250  0.0369  0.0008
1.350  0.0225  0.0006
1.450  0.0091  0.0003
1.550  0.0065  0.0003
1.650  0.0027  0.0002
1.750 -0.0010 -0.0002
