# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0549722 -----------------
#dely    BF
0.050  0.0936  0.0005
0.150  0.1178  0.0007
0.250  0.0445  0.0003
0.350 -0.0415 -0.0003
0.450  0.0278  0.0002
0.550 -0.0407 -0.0003
0.650 -0.1927 -0.0017
0.750 -0.1081 -0.0011
0.850 -0.0860 -0.0009
0.950 -0.0268 -0.0003
1.050 -0.0956 -0.0014
1.150 -0.0957 -0.0016
1.250 -0.0778 -0.0015
1.350 -0.0166 -0.0004
1.450 -0.0202 -0.0006
1.550 -0.0186 -0.0006
1.650 -0.0084 -0.0004
1.750 -0.0046 -0.0004
