# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.269511 -----------------
#dely    BF
0.050  0.4346  0.0005
0.150  0.4040  0.0005
0.250  0.3632  0.0005
0.350  0.3209  0.0004
0.450  0.2784  0.0004
0.550  0.2343  0.0003
0.650  0.1903  0.0003
0.750  0.1484  0.0002
0.850  0.1145  0.0002
0.950  0.0802  0.0002
1.050  0.0579  0.0001
1.150  0.0369  0.0001
1.250  0.0219  0.0001
1.350  0.0093  0.0000
1.450  0.0036  0.0000
1.550 -0.0003 -0.0000
1.650 -0.0019 -0.0000
1.750 -0.0010 -0.0000
