# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.371395 -----------------
#dely    BF
0.050  0.5755  0.0007
0.150  0.5383  0.0007
0.250  0.4870  0.0006
0.350  0.4369  0.0006
0.450  0.3780  0.0005
0.550  0.3181  0.0005
0.650  0.2711  0.0004
0.750  0.2146  0.0004
0.850  0.1667  0.0003
0.950  0.1209  0.0003
1.050  0.0871  0.0002
1.150  0.0561  0.0002
1.250  0.0343  0.0001
1.350  0.0200  0.0001
1.450  0.0073  0.0000
1.550  0.0026  0.0000
1.650 -0.0004 -0.0000
1.750 -0.0002 -0.0000
