# ICODE=1735356928, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0378345 -----------------
#dely    BF
0.050 -0.0857 -0.0005
0.150 -0.0914 -0.0006
0.250 -0.0604 -0.0004
0.350 -0.0596 -0.0004
0.450 -0.0274 -0.0002
0.550 -0.0297 -0.0002
0.650 -0.0329 -0.0003
0.750 -0.0098 -0.0001
0.850 -0.0080 -0.0001
0.950  0.0092  0.0001
1.050 -0.0017 -0.0000
1.150  0.0053  0.0001
1.250 -0.0031 -0.0001
1.350  0.0042  0.0001
1.450  0.0067  0.0002
1.550  0.0050  0.0002
1.650  0.0009  0.0000
1.750  0.0001  0.0000
