           0.05         0.2225         0.3235          0.342         0.2402         0.2401         0.3604         0.2442         0.2218         0.3753         0.3223         0.3721          0.364         0.3814         0.3015         0.3088         0.3136         0.3459          0.307         0.2768          0.236
           0.15         0.2145         0.3064         0.3375         0.2336         0.2146         0.3081         0.2195         0.2197         0.3578         0.3182         0.3447         0.3421         0.3543         0.3124         0.2977         0.3081          0.318         0.2575         0.2282         0.2484
           0.25         0.2091         0.2737         0.3034         0.2121         0.2066         0.3088         0.2076         0.2258         0.3199         0.2792         0.3013         0.3215         0.3053         0.2536         0.2858         0.2733         0.2905           0.25         0.2275         0.2151
           0.35          0.178         0.2409         0.2724          0.197         0.1963         0.2657         0.1883         0.1957         0.3121         0.2391         0.2969         0.2863         0.2863         0.2392         0.2359         0.2609         0.2687         0.2219         0.2268          0.201
           0.45         0.1656          0.223         0.2563         0.1786         0.1756         0.2369         0.1729           0.17         0.2491         0.2361          0.252         0.2363         0.2553         0.2136         0.2321         0.2183         0.2191         0.1897         0.1955         0.1866
           0.55         0.1498         0.1967         0.1992         0.1495         0.1533         0.2099          0.152         0.1751         0.2222         0.1745         0.2065          0.211         0.2223         0.1783         0.1985         0.1937         0.1832         0.1885         0.1782         0.1699
           0.65         0.1388         0.1595         0.1836         0.1337         0.1191         0.1709         0.1274         0.1453         0.1817         0.1593         0.1842         0.1684         0.1783         0.1514         0.1632         0.1569          0.156         0.1531         0.1451         0.1383
           0.75         0.1166          0.127         0.1458         0.1146         0.1231         0.1297         0.1116         0.1226         0.1451         0.1332         0.1531         0.1367         0.1375         0.1384          0.138         0.1315         0.1436         0.1331         0.1344         0.1113
           0.85         0.0929         0.1132         0.1164         0.1089         0.0971         0.1104         0.0979         0.0934         0.1047         0.1026         0.1076         0.1131         0.1187         0.1004         0.1069         0.1127         0.1024         0.1005         0.1046          0.084
           0.95         0.0697         0.0806         0.0905         0.0776          0.079         0.0883         0.0763         0.0816         0.0844          0.082          0.087         0.0815         0.0922         0.0772         0.0864         0.0812         0.0689         0.0946         0.0796         0.0795
           1.05         0.0603         0.0638         0.0648         0.0569         0.0611         0.0565         0.0609         0.0685         0.0551         0.0596         0.0626         0.0588         0.0539         0.0601         0.0626         0.0571         0.0698         0.0715         0.0631         0.0703
           1.15         0.0465         0.0441         0.0424         0.0411         0.0395         0.0376         0.0485         0.0451         0.0387         0.0509         0.0394         0.0401         0.0457         0.0475         0.0439         0.0425         0.0435         0.0431         0.0503         0.0422
           1.25         0.0308         0.0231         0.0285         0.0361         0.0326         0.0233         0.0356         0.0334          0.024         0.0283         0.0261         0.0251         0.0321         0.0323         0.0332         0.0307         0.0232         0.0365         0.0349         0.0259
           1.35         0.0199         0.0174          0.019         0.0188         0.0201          0.019         0.0216         0.0131         0.0132         0.0194         0.0173         0.0171         0.0165           0.02         0.0233         0.0159         0.0191         0.0196         0.0245         0.0213
           1.45         0.0171         0.0148         0.0136         0.0122         0.0125         0.0101         0.0129         0.0155         0.0092         0.0118         0.0118         0.0084         0.0112         0.0109         0.0136         0.0091          0.011         0.0108         0.0126         0.0112
           1.55          0.005         0.0044         0.0041         0.0072         0.0086         0.0065          0.006         0.0077         0.0049         0.0042         0.0043         0.0044         0.0035         0.0054         0.0058         0.0048         0.0072         0.0054         0.0085         0.0055
           1.65         0.0034         0.0014         0.0007         0.0029         0.0023         0.0017         0.0033         0.0022         0.0007         0.0014        -0.0003         0.0008         0.0022         0.0006         0.0017         0.0013             -0         0.0008         0.0025          0.002
           1.75         0.0006        -0.0001             -0         0.0002         0.0001         0.0003        -0.0001         0.0004        -0.0003         0.0002        -0.0001             -0              0        -0.0001             -0         0.0004         0.0005         0.0004         0.0002             -0
