# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0355698 -----------------
#dely    BF    dB     BFVar
0.050 -0.0447 -0.0002  0.0032
0.150 -0.0435 -0.0002  0.0021
0.250 -0.0413 -0.0002  0.0016
0.350 -0.0388 -0.0002  0.0020
0.450 -0.0368 -0.0002  0.0015
0.550 -0.0339 -0.0002  0.0012
0.650 -0.0286 -0.0002  0.0012
0.750 -0.0242 -0.0001  0.0010
0.850 -0.0208 -0.0001  0.0011
0.950 -0.0158 -0.0001  0.0010
1.050 -0.0120 -0.0001  0.0019
1.150 -0.0077 -0.0001  0.0008
1.250 -0.0041 -0.0001  0.0009
1.350 -0.0023 -0.0000  0.0003
1.450 -0.0009 -0.0000  0.0001
1.550 -0.0002 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
