# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0104156 -----------------
#dely    BF    dB     BFVar
0.050 -0.0420 -0.0002  0.0013
0.150 -0.0371 -0.0001  0.0027
0.250 -0.0310 -0.0001  0.0013
0.350 -0.0227 -0.0001  0.0014
0.450 -0.0135 -0.0001  0.0010
0.550 -0.0069 -0.0000  0.0025
0.650  0.0001  0.0000  0.0010
0.750  0.0051  0.0000  0.0010
0.850  0.0082  0.0001  0.0007
0.950  0.0091  0.0001  0.0015
1.050  0.0090  0.0001  0.0014
1.150  0.0078  0.0001  0.0007
1.250  0.0052  0.0001  0.0005
1.350  0.0028  0.0000  0.0006
1.450  0.0014  0.0000  0.0003
1.550  0.0003  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
