# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.205345 -----------------
#dely    BF    dB     BFVar
0.050  0.2958  0.0002  0.0017
0.150  0.2752  0.0001  0.0017
0.250  0.2511  0.0001  0.0018
0.350  0.2262  0.0001  0.0027
0.450  0.1987  0.0001  0.0023
0.550  0.1717  0.0001  0.0017
0.650  0.1467  0.0001  0.0017
0.750  0.1216  0.0001  0.0022
0.850  0.0987  0.0001  0.0022
0.950  0.0778  0.0001  0.0010
1.050  0.0600  0.0001  0.0024
1.150  0.0443  0.0000  0.0010
1.250  0.0328  0.0000  0.0007
1.350  0.0223  0.0000  0.0006
1.450  0.0148  0.0000  0.0009
1.550  0.0092  0.0000  0.0005
1.650  0.0049  0.0000  0.0005
1.750  0.0015  0.0000  0.0002
