# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.262988 -----------------
#dely    BF
0.050  0.4914  0.0006
0.150  0.4508  0.0005
0.250  0.3953  0.0005
0.350  0.3371  0.0004
0.450  0.2808  0.0004
0.550  0.2159  0.0003
0.650  0.1622  0.0003
0.750  0.1162  0.0002
0.850  0.0816  0.0002
0.950  0.0525  0.0001
1.050  0.0298  0.0001
1.150  0.0152  0.0000
1.250  0.0063  0.0000
1.350  0.0009  0.0000
1.450 -0.0023 -0.0000
1.550 -0.0025 -0.0000
1.650 -0.0011 -0.0000
1.750 -0.0001 -0.0000
