# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.283295 -----------------
#dely    BF    dB     BFVar
0.050  0.5081  0.0002  0.0062
0.150  0.4622  0.0002  0.0039
0.250  0.4062  0.0002  0.0048
0.350  0.3465  0.0002  0.0044
0.450  0.2817  0.0002  0.0032
0.550  0.2275  0.0001  0.0022
0.650  0.1754  0.0001  0.0035
0.750  0.1333  0.0001  0.0017
0.850  0.0974  0.0001  0.0023
0.950  0.0704  0.0001  0.0026
1.050  0.0480  0.0000  0.0013
1.150  0.0321  0.0000  0.0010
1.250  0.0202  0.0000  0.0010
1.350  0.0122  0.0000  0.0007
1.450  0.0067  0.0000  0.0005
1.550  0.0034  0.0000  0.0005
1.650  0.0014  0.0000  0.0002
1.750  0.0003  0.0000  0.0001
