# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-2.96876 -----------------
#dely    BF
0.050 -4.1060 -0.0236
0.150 -4.1615 -0.0248
0.250 -4.4216 -0.0280
0.350 -3.7330 -0.0255
0.450 -2.9460 -0.0217
0.550 -2.6962 -0.0216
0.650 -2.3550 -0.0210
0.750 -1.4432 -0.0143
0.850 -1.0905 -0.0122
0.950 -0.9721 -0.0122
1.050 -0.7274 -0.0105
1.150 -0.5631 -0.0091
1.250 -0.1295 -0.0025
1.350 -0.2111 -0.0047
1.450 -0.0547 -0.0015
1.550 -0.0436 -0.0015
1.650 -0.0299 -0.0013
1.750 -0.0031 -0.0003
