'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.648378,0.185007,0.761481,0.739544,0.154439,0.805344,0.979057,0.147302,0.789485,0.249425,0.162236,0.261103
0.647069,0.184126,0.756756,0.734024,0.154822,0.805091,0.993866,0.146094,0.786713,0.24826,0.16291,0.261262
0.644778,0.181191,0.742075,0.730069,0.155304,0.805965,0.999196,0.145385,0.78428,0.228216,0.169666,0.235524
0.619932,0.180464,0.725422,0.712722,0.152115,0.782238,0.980732,0.145093,0.778507,0.238329,0.160447,0.220406
0.617176,0.181388,0.728131,0.70596,0.151951,0.778466,0.979657,0.147709,0.791721,0.246731,0.151232,0.198442
0.621495,0.174049,0.69678,0.684769,0.152723,0.772926,0.956016,0.145787,0.776122,0.248252,0.152515,0.209117
0.621495,0.174049,0.69678,0.684769,0.152723,0.772926,0.956016,0.145787,0.776122,0.248252,0.152515,0.209117
0.624352,0.171486,0.686561,0.653699,0.156019,0.774931,0.95175,0.144696,0.769445,0.245566,0.156965,0.223908
0.617616,0.17744,0.710219,0.618355,0.160025,0.776852,0.976851,0.143651,0.770167,0.253164,0.150866,0.214267
0.619453,0.173499,0.693116,0.654225,0.150857,0.748571,0.976641,0.146732,0.785976,0.230945,0.162929,0.210355
0.609951,0.174209,0.691017,0.662331,0.152711,0.762169,0.984318,0.145883,0.783417,0.244936,0.156049,0.217532
0.604616,0.179556,0.712537,0.692767,0.146172,0.742792,0.989495,0.138958,0.748962,0.239624,0.157121,0.207556
0.599882,0.176083,0.693787,0.704519,0.14605,0.747397,0.982125,0.137567,0.740082,0.235383,0.160155,0.210102
0.622616,0.174196,0.698075,0.729804,0.141403,0.734154,0.974746,0.138705,0.744199,0.265331,0.141347,0.197988
0.653928,0.170812,0.699003,0.717139,0.141633,0.730056,0.992825,0.137944,0.744511,0.277114,0.138159,0.210253
0.647331,0.172105,0.701596,0.693249,0.148006,0.75247,0.985024,0.141934,0.763247,0.269203,0.143329,0.217439
0.638455,0.175287,0.711624,0.669868,0.149741,0.750512,0.982432,0.141074,0.758213,0.268257,0.134224,0.169481
0.59139,0.176556,0.690883,0.661123,0.148762,0.741201,0.996395,0.141761,0.76498,0.248502,0.141842,0.156297
0.634261,0.174982,0.708001,0.637581,0.152195,0.746898,0.976361,0.145487,0.779501,0.271593,0.124374,0.128153
0.644837,0.17403,0.709168,0.634218,0.147394,0.720355,0.971572,0.145285,0.777322,0.265232,0.127999,0.130818
0.654383,0.169576,0.693544,0.620535,0.144386,0.697401,0.957556,0.139039,0.741755,0.260816,0.130589,0.132664
0.654383,0.169576,0.693544,0.620535,0.144386,0.697401,0.957556,0.139039,0.741755,0.260816,0.130589,0.132664
0.633967,0.167024,0.671238,0.626077,0.147627,0.717165,0.975496,0.131998,0.709843,0.248239,0.131771,0.105071
0.638227,0.166884,0.672848,0.635397,0.14621,0.714873,0.989623,0.131032,0.708183,0.252832,0.124236,0.0798499
0.667873,0.168462,0.695078,0.67132,0.144812,0.725792,0.994687,0.130253,0.70534,0.241056,0.134846,0.10006
