# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0790943 -----------------
#dely    BF
0.050  0.1441  0.0066
0.150  0.1525  0.0071
0.250  0.1138  0.0058
0.350  0.0975  0.0052
0.450  0.0773  0.0045
0.550  0.0592  0.0036
0.650  0.0465  0.0031
0.750  0.0410  0.0032
0.850  0.0206  0.0016
0.950  0.0151  0.0015
1.050  0.0082  0.0010
1.150  0.0081  0.0011
1.250  0.0050  0.0010
1.350  0.0009  0.0002
1.450 -0.0000 -0.0000
1.550  0.0010  0.0006
1.650  0.0000  0.0000
1.750  0.0000  0.0000
