# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0650484 -----------------
#dely    BF
0.050 -0.0688 -0.0001
0.150 -0.0684 -0.0001
0.250 -0.0659 -0.0001
0.350 -0.0606 -0.0001
0.450 -0.0537 -0.0001
0.550 -0.0511 -0.0001
0.650 -0.0493 -0.0001
0.750 -0.0412 -0.0001
0.850 -0.0377 -0.0001
0.950 -0.0336 -0.0001
1.050 -0.0291 -0.0001
1.150 -0.0267 -0.0001
1.250 -0.0214 -0.0001
1.350 -0.0173 -0.0000
1.450 -0.0126 -0.0000
1.550 -0.0076 -0.0000
1.650 -0.0042 -0.0000
1.750 -0.0012 -0.0000
