 0.05 0.575135 0.00625481
 0.15 0.576248 0.00626825
 0.25 0.573821 0.00625372
 0.35 0.583544 0.00630499
 0.45 0.573175 0.00625459
 0.55 0.576887 0.00627294
 0.65 0.571432 0.00622898
 0.75 0.576107 0.0062591
 0.85 0.574692 0.00624432
 0.95 0.573876 0.0062546
 1.05 0.565769 0.00620673
 1.15 0.570065 0.00623457
 1.25 0.582342 0.00629761
 1.35 0.572711 0.00623993
 1.45 0.580061 0.00628792
 1.55 0.56524 0.00620395
 1.65 0.562585 0.00620103
 1.75 0.565881 0.0062041
 1.85 0.574615 0.00625202
 1.95 0.583541 0.00629458
 2.05 0.578267 0.00627287
 2.15 0.577955 0.00628867
 2.25 0.570587 0.00622733
 2.35 0.577184 0.00626523
 2.45 0.568867 0.00622729
 2.55 0.579067 0.00628218
 2.65 0.567509 0.00621271
 2.75 0.573156 0.00624335
 2.85 0.58086 0.00629453
 2.95 0.564241 0.00619978
 3.05 0.572789 0.00624381
 3.15 0.577407 0.00626965
 3.25 0.573898 0.0062587
 3.35 0.566679 0.00621705
 3.45 0.585707 0.00631659
 3.55 0.573941 0.00624751
 3.65 0.581408 0.00629585
 3.75 0.586564 0.00632913
 3.85 0.574671 0.00625139
 3.95 0.587411 0.00632611
 4.05 0.570832 0.00623941
 4.15 0.57345 0.0062633
 4.25 0.582292 0.00630444
 4.35 0.57609 0.00626444
 4.45 0.574788 0.00625999
 4.55 0.578417 0.00628146
 4.65 0.574212 0.0062501
 4.75 0.582496 0.00629762
 4.85 0.575839 0.00626964
 4.95 0.576949 0.00627855
 5.05 0.574346 0.00625744
 5.15 0.568608 0.00622799
 5.25 0.53988 0.00606494
 5.35 0.508002 0.00588137
 5.45 0.473763 0.00568375
 5.55 0.438698 0.00547503
 5.65 0.411541 0.00528551
 5.75 0.366208 0.00499727
 5.85 0.323549 0.00469187
 5.95 0.311757 0.00460765
 6.05 0.274872 0.00432218
 6.15 0.240744 0.00404513
 6.25 0.203786 0.00372437
 6.35 0.165384 0.00335673
 6.45 0.132773 0.0030033
 6.55 0.0984515 0.0025882
 6.65 0.0664764 0.00212456
 6.75 0.0346337 0.00153159
 6.85 0.00526269 0.000587539
