# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.291104 -----------------
#dely    BF
0.050  0.5247  0.0005
0.150  0.4727  0.0005
0.250  0.4235  0.0004
0.350  0.3583  0.0004
0.450  0.2963  0.0003
0.550  0.2361  0.0003
0.650  0.1818  0.0002
0.750  0.1360  0.0002
0.850  0.1002  0.0002
0.950  0.0694  0.0001
1.050  0.0486  0.0001
1.150  0.0290  0.0001
1.250  0.0179  0.0000
1.350  0.0089  0.0000
1.450  0.0046  0.0000
1.550  0.0025  0.0000
1.650  0.0006  0.0000
1.750 -0.0001 -0.0000
