# ICODE=211, JCODE=-321
# SIGMA_QGP=1.1612, SIGMA_HAD=0.593954
# NSAMPLE=10000000, Tblast=75.9255, UPERPblast(x,y)=(0.7682,0.7682)
# SOVERUD=0.8258, QUARK_ENTROPY_RATIO=0.1782, BARYON_FUDGE=0.7035
# ------- normalization=0.0132959 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0188  0.0000  0.0028  0.0039  0.0120
0.150  0.0182  0.0000  0.0030  0.0038  0.0115
0.250  0.0173  0.0000  0.0027  0.0034  0.0112
0.350  0.0159  0.0000  0.0022  0.0031  0.0106
0.450  0.0145  0.0000  0.0024  0.0027  0.0094
0.550  0.0125  0.0000  0.0020  0.0022  0.0083
0.650  0.0104  0.0000  0.0018  0.0017  0.0069
0.750  0.0085  0.0000  0.0015  0.0013  0.0058
0.850  0.0064  0.0000  0.0012  0.0010  0.0042
0.950  0.0044  0.0000  0.0010  0.0007  0.0027
1.050  0.0027  0.0000  0.0007  0.0005  0.0015
1.150  0.0016  0.0000  0.0005  0.0003  0.0008
1.250  0.0010  0.0000  0.0005  0.0002  0.0003
1.350  0.0003  0.0000  0.0001  0.0001  0.0001
1.450  0.0002  0.0000  0.0001  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750 -0.0000 -0.0000 -0.0000  0.0000  0.0000
