# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.320357 -----------------
#dely    BF    dB     BFVar
0.050  0.4920  0.0002  0.0026
0.150  0.4556  0.0002  0.0030
0.250  0.4120  0.0002  0.0038
0.350  0.3662  0.0002  0.0018
0.450  0.3182  0.0002  0.0016
0.550  0.2702  0.0002  0.0019
0.650  0.2222  0.0002  0.0029
0.750  0.1813  0.0001  0.0023
0.850  0.1426  0.0001  0.0015
0.950  0.1093  0.0001  0.0011
1.050  0.0811  0.0001  0.0026
1.150  0.0581  0.0001  0.0009
1.250  0.0398  0.0000  0.0006
1.350  0.0255  0.0000  0.0006
1.450  0.0158  0.0000  0.0004
1.550  0.0088  0.0000  0.0004
1.650  0.0040  0.0000  0.0002
1.750  0.0010  0.0000  0.0001
