# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.270998 -----------------
#dely    BF    dB     BFVar
0.050  0.4613  0.0002  0.0061
0.150  0.4239  0.0002  0.0038
0.250  0.3754  0.0002  0.0036
0.350  0.3238  0.0002  0.0030
0.450  0.2712  0.0001  0.0043
0.550  0.2201  0.0001  0.0027
0.650  0.1730  0.0001  0.0025
0.750  0.1357  0.0001  0.0032
0.850  0.1019  0.0001  0.0020
0.950  0.0770  0.0001  0.0012
1.050  0.0540  0.0001  0.0008
1.150  0.0370  0.0000  0.0008
1.250  0.0241  0.0000  0.0010
1.350  0.0150  0.0000  0.0005
1.450  0.0093  0.0000  0.0008
1.550  0.0046  0.0000  0.0002
1.650  0.0020  0.0000  0.0002
1.750  0.0005  0.0000  0.0001
