# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.169719 -----------------
#dely    BF    dB     BFVar
0.050  0.2145  0.0001  0.0019
0.150  0.2005  0.0001  0.0028
0.250  0.1863  0.0001  0.0019
0.350  0.1722  0.0001  0.0037
0.450  0.1561  0.0001  0.0038
0.550  0.1390  0.0001  0.0043
0.650  0.1242  0.0001  0.0017
0.750  0.1080  0.0001  0.0017
0.850  0.0930  0.0001  0.0011
0.950  0.0782  0.0001  0.0021
1.050  0.0634  0.0001  0.0018
1.150  0.0506  0.0001  0.0016
1.250  0.0392  0.0000  0.0006
1.350  0.0288  0.0000  0.0006
1.450  0.0203  0.0000  0.0008
1.550  0.0134  0.0000  0.0005
1.650  0.0073  0.0000  0.0007
1.750  0.0023  0.0000  0.0002
