# SIGMA_QGP=1.0862, SIGMA_HAD=0.408411
# NSAMPLE=10000000, Tblast=93.0263, UPERPblast(x,y)=(0.8015,0.8015)
# SOVERUD=0.6619, QUARK_ENTROPY_RATIO=0.2149, BARYON_FUDGE=0.7533
# ------- normalization=0.229793 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3228  0.0002  0.0753  0.0730  0.1746
0.150  0.2993  0.0002  0.0702  0.0669  0.1622
0.250  0.2738  0.0002  0.0658  0.0607  0.1473
0.350  0.2495  0.0002  0.0603  0.0544  0.1347
0.450  0.2212  0.0002  0.0556  0.0467  0.1189
0.550  0.1935  0.0002  0.0496  0.0391  0.1048
0.650  0.1657  0.0002  0.0444  0.0324  0.0889
0.750  0.1389  0.0002  0.0381  0.0259  0.0748
0.850  0.1133  0.0001  0.0327  0.0204  0.0602
0.950  0.0918  0.0001  0.0282  0.0156  0.0480
1.050  0.0711  0.0001  0.0233  0.0117  0.0361
1.150  0.0541  0.0001  0.0196  0.0084  0.0260
1.250  0.0394  0.0001  0.0156  0.0058  0.0180
1.350  0.0270  0.0001  0.0114  0.0039  0.0118
1.450  0.0183  0.0001  0.0083  0.0024  0.0076
1.550  0.0111  0.0000  0.0056  0.0013  0.0042
1.650  0.0056  0.0000  0.0031  0.0006  0.0019
1.750  0.0016  0.0000  0.0009  0.0002  0.0005
