# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.152837 -----------------
#dely    BF    dB     BFVar
0.050  0.3161  0.0013  0.0035
0.150  0.2897  0.0012  0.0038
0.250  0.2513  0.0011  0.0062
0.350  0.2017  0.0009  0.0061
0.450  0.1569  0.0008  0.0139
0.550  0.1146  0.0006  0.0037
0.650  0.0804  0.0005  0.0023
0.750  0.0518  0.0003  0.0024
0.850  0.0311  0.0002  0.0016
0.950  0.0182  0.0001  0.0013
1.050  0.0097  0.0001  0.0010
1.150  0.0040  0.0000  0.0004
1.250  0.0019  0.0000  0.0005
1.350  0.0008  0.0000  0.0004
1.450  0.0002  0.0000  0.0001
1.550  0.0000  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
