# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.118813 -----------------
#dely    BF    dB     BFVar
0.050  0.2549  0.0024  0.0135
0.150  0.2190  0.0021  0.0169
0.250  0.1708  0.0019  0.0082
0.350  0.1383  0.0017  0.0118
0.450  0.1038  0.0015  0.0091
0.550  0.0830  0.0014  0.0085
0.650  0.0677  0.0013  0.0141
0.750  0.0504  0.0011  0.0051
0.850  0.0390  0.0011  0.0090
0.950  0.0260  0.0009  0.0027
1.050  0.0182  0.0007  0.0026
1.150  0.0100  0.0005  0.0021
1.250  0.0051  0.0004  0.0012
1.350  0.0015  0.0002  0.0004
1.450  0.0004  0.0001  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
