# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.147285 -----------------
#dely    BF    dB     BFVar
0.050  0.4010  0.0033  0.0147
0.150  0.3457  0.0030  0.0101
0.250  0.2689  0.0025  0.0146
0.350  0.1796  0.0019  0.0218
0.450  0.1175  0.0014  0.0077
0.550  0.0719  0.0010  0.0038
0.650  0.0412  0.0007  0.0039
0.750  0.0236  0.0005  0.0045
0.850  0.0120  0.0003  0.0022
0.950  0.0064  0.0002  0.0009
1.050  0.0026  0.0001  0.0003
1.150  0.0015  0.0001  0.0004
1.250  0.0008  0.0001  0.0010
1.350  0.0001  0.0000  0.0000
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
