!   PLAB      Del   Err    Sr    Err      Trl   Tim      Sgt    Sgr
     0.0      0.00  0.00   0.000  0.000   0.000 0.000     1.77   0.00
    10.00    -0.29  0.00   0.000  0.000  -0.005 0.000     1.70   0.00
    20.00    -0.59  0.00   0.000  0.000  -0.010 0.000     1.74   0.00
    30.00    -0.91  0.00   0.000  0.000  -0.016 0.000     1.80   0.00
    40.00    -1.23  0.00   0.000  0.000  -0.022 0.000     1.89   0.00
    50.00    -1.58  0.00   0.000  0.000  -0.028 0.001     2.00   0.00
    60.00    -1.96  0.00   0.000  0.000  -0.034 0.001     2.13   0.00
    70.00    -2.35  0.00   0.000  0.000  -0.041 0.002     2.28   0.00
    80.00    -2.78  0.00   0.000  0.000  -0.048 0.002     2.45   0.00
    90.00    -3.23  0.00   0.000  0.000  -0.056 0.003     2.63   0.00
   100.00    -3.70  0.00   0.000  0.000  -0.064 0.004     2.83   0.00
   110.00    -4.20  0.00   0.000  0.000  -0.073 0.005     3.03   0.00
   120.00    -4.71  0.00   0.000  0.000  -0.082 0.007     3.24   0.00
   130.00    -5.25  0.00   0.000  0.000  -0.091 0.008     3.46   0.00
   140.00    -5.79  0.00   0.000  0.000  -0.100 0.010     3.67   0.00
   150.00    -6.35  0.00   0.000  0.000  -0.110 0.012     3.89   0.00
   160.00    -6.92  0.00   0.000  0.000  -0.120 0.015     4.10   0.00
   170.00    -7.50  0.00   0.000  0.000  -0.129 0.017     4.30   0.00
   180.00    -8.09  0.00   0.000  0.000  -0.139 0.020     4.50   0.00
   190.00    -8.67  0.00   0.000  0.000  -0.149 0.023     4.70   0.00
   200.00    -9.26  0.00   0.000  0.000  -0.159 0.026     4.88   0.00
   210.00    -9.85  0.00   0.000  0.000  -0.169 0.029     5.06   0.00
   220.00   -10.43  0.00   0.000  0.000  -0.178 0.033     5.23   0.00
   230.00   -11.02  0.00   0.000  0.000  -0.188 0.037     5.39   0.00
   240.00   -11.60  0.00   0.000  0.000  -0.197 0.040     5.54   0.00
   250.00   -12.17  0.00   0.000  0.000  -0.206 0.044     5.68   0.00
   260.00   -12.74  0.00   0.000  0.000  -0.215 0.049     5.82   0.00
   270.00   -13.31  0.00   0.000  0.000  -0.224 0.053     5.94   0.00
   280.00   -13.87  0.00   0.000  0.000  -0.233 0.057     6.06   0.00
   290.00   -14.42  0.00   0.000  0.000  -0.241 0.062     6.17   0.00
   300.00   -14.97  0.00   0.000  0.000  -0.249 0.067     6.27   0.01
   310.00   -15.51  0.00   0.000  0.000  -0.258 0.072     6.37   0.01
   320.00   -16.04  0.00   0.000  0.000  -0.266 0.076     6.45   0.01
   330.00   -16.57  0.00   0.001  0.000  -0.273 0.081     6.53   0.01
   340.00   -17.09  0.00   0.001  0.000  -0.281 0.086     6.61   0.01
   350.00   -17.60  0.00   0.001  0.000  -0.288 0.092     6.67   0.01
   360.00   -18.10  0.00   0.001  0.000  -0.295 0.097     6.73   0.01
   370.00   -18.60  0.00   0.001  0.000  -0.302 0.102     6.79   0.01
   380.00   -19.09  0.00   0.001  0.000  -0.309 0.107     6.84   0.01
   390.00   -19.57  0.00   0.000  0.000  -0.315 0.112     6.88   0.01
   400.00   -20.04  0.00   0.000  0.000  -0.322 0.117     6.92   0.01
   410.00   -20.50  0.00   0.000  0.000  -0.328 0.123     6.95   0.01
   420.00   -20.96  0.00   0.000  0.000  -0.334 0.128     6.98   0.00
   430.00   -21.40  0.00   0.000  0.000  -0.340 0.133     7.00   0.00
   440.00   -21.84  0.00   0.000  0.000  -0.345 0.138     7.02   0.00
   450.00   -22.26  0.00   0.000  0.000  -0.351 0.144     7.03   0.00
   460.00   -22.68  0.00   0.000  0.000  -0.356 0.149     7.04   0.00
   470.00   -23.08  0.00   0.000  0.000  -0.361 0.154     7.04   0.01
   480.00   -23.48  0.00   0.001  0.000  -0.365 0.159     7.04   0.01
   490.00   -23.86  0.00   0.001  0.000  -0.370 0.164     7.04   0.01
   500.00   -24.23  0.00   0.001  0.000  -0.374 0.169     7.03   0.01
   510.00   -24.59  0.00   0.002  0.000  -0.378 0.173     7.01   0.02
   520.00   -24.93  0.00   0.002  0.000  -0.382 0.178     6.99   0.02
   530.00   -25.26  0.00   0.003  0.000  -0.385 0.183     6.97   0.03
   540.00   -25.58  0.00   0.004  0.000  -0.389 0.187     6.94   0.03
   550.00   -25.88  0.00   0.005  0.000  -0.392 0.191     6.90   0.04
   560.00   -26.16  0.00   0.006  0.000  -0.395 0.195     6.86   0.05
   570.00   -26.43  0.00   0.008  0.000  -0.397 0.199     6.82   0.07
   580.00   -26.68  0.00   0.009  0.000  -0.399 0.203     6.77   0.08
   590.00   -26.91  0.00   0.012  0.000  -0.401 0.207     6.72   0.09
   600.00   -27.12  0.00   0.014  0.000  -0.403 0.210     6.66   0.11
