# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.13266 -----------------
#dely    BF
0.050  0.2392  0.0001
0.150  0.2188  0.0001
0.250  0.1916  0.0001
0.350  0.1644  0.0001
0.450  0.1375  0.0001
0.550  0.1119  0.0001
0.650  0.0866  0.0001
0.750  0.0642  0.0001
0.850  0.0475  0.0001
0.950  0.0316  0.0000
1.050  0.0196  0.0000
1.150  0.0120  0.0000
1.250  0.0044  0.0000
1.350  0.0010  0.0000
1.450 -0.0007 -0.0000
1.550 -0.0013 -0.0000
1.650 -0.0012 -0.0000
1.750 -0.0004 -0.0000
