# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.171928 -----------------
#dely    BF    dB     BFVar
0.050  0.2034  0.0001  0.0015
0.150  0.1905  0.0001  0.0020
0.250  0.1772  0.0001  0.0014
0.350  0.1660  0.0001  0.0012
0.450  0.1535  0.0001  0.0020
0.550  0.1402  0.0001  0.0013
0.650  0.1268  0.0001  0.0017
0.750  0.1135  0.0001  0.0013
0.850  0.0998  0.0001  0.0020
0.950  0.0846  0.0001  0.0009
1.050  0.0705  0.0001  0.0020
1.150  0.0577  0.0001  0.0009
1.250  0.0455  0.0001  0.0009
1.350  0.0352  0.0001  0.0006
1.450  0.0252  0.0000  0.0006
1.550  0.0170  0.0000  0.0022
1.650  0.0097  0.0000  0.0004
1.750  0.0029  0.0000  0.0003
