# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0475889 -----------------
#dely    BF
0.050 -0.3909 -0.0032
0.150 -0.4081 -0.0035
0.250 -0.3403 -0.0030
0.350 -0.2116 -0.0019
0.450 -0.1730 -0.0017
0.550 -0.0684 -0.0007
0.650  0.0006  0.0000
0.750  0.0418  0.0005
0.850  0.0561  0.0007
0.950  0.1589  0.0021
1.050  0.1536  0.0022
1.150  0.1900  0.0030
1.250  0.1403  0.0025
1.350  0.1336  0.0027
1.450  0.0859  0.0020
1.550  0.1097  0.0031
1.650  0.0436  0.0016
1.750  0.0022  0.0001
