# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.36074 -----------------
#dely    BF    dB     BFVar
0.050  0.5637  0.0003  0.0034
0.150  0.5251  0.0003  0.0023
0.250  0.4778  0.0003  0.0039
0.350  0.4241  0.0003  0.0023
0.450  0.3671  0.0002  0.0035
0.550  0.3118  0.0002  0.0021
0.650  0.2545  0.0002  0.0023
0.750  0.2023  0.0002  0.0014
0.850  0.1564  0.0001  0.0017
0.950  0.1166  0.0001  0.0043
1.050  0.0821  0.0001  0.0009
1.150  0.0555  0.0001  0.0010
1.250  0.0350  0.0001  0.0010
1.350  0.0204  0.0000  0.0006
1.450  0.0103  0.0000  0.0002
1.550  0.0039  0.0000  0.0009
1.650  0.0007  0.0000  0.0001
1.750  0.0000  0.0000  0.0000
