# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.181116 -----------------
#dely    BF
0.050  0.3004  0.0019
0.150  0.2951  0.0019
0.250  0.2476  0.0017
0.350  0.2181  0.0016
0.450  0.1906  0.0015
0.550  0.1513  0.0013
0.650  0.1286  0.0012
0.750  0.1018  0.0010
0.850  0.0608  0.0007
0.950  0.0488  0.0006
1.050  0.0340  0.0005
1.150  0.0264  0.0004
1.250  0.0013  0.0000
1.350  0.0005  0.0000
1.450  0.0064  0.0002
1.550  0.0006  0.0000
1.650  0.0010  0.0000
1.750 -0.0021 -0.0002
