# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.11155 -----------------
#dely    BF    dB     BFVar
0.050  0.2508  0.0023  0.0082
0.150  0.2160  0.0021  0.0140
0.250  0.1743  0.0018  0.0321
0.350  0.1285  0.0014  0.0042
0.450  0.1006  0.0013  0.0057
0.550  0.0781  0.0011  0.0066
0.650  0.0583  0.0009  0.0039
0.750  0.0413  0.0008  0.0033
0.850  0.0282  0.0006  0.0025
0.950  0.0190  0.0005  0.0022
1.050  0.0109  0.0004  0.0010
1.150  0.0061  0.0003  0.0036
1.250  0.0022  0.0001  0.0003
1.350  0.0010  0.0001  0.0003
1.450  0.0002  0.0000  0.0001
1.550  0.0000  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
