# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.296994 -----------------
#dely    BF    dB     BFVar
0.050  0.4016  0.0002  0.0041
0.150  0.3738  0.0002  0.0031
0.250  0.3446  0.0002  0.0014
0.350  0.3135  0.0002  0.0019
0.450  0.2814  0.0002  0.0028
0.550  0.2462  0.0001  0.0026
0.650  0.2144  0.0001  0.0025
0.750  0.1822  0.0001  0.0016
0.850  0.1530  0.0001  0.0019
0.950  0.1249  0.0001  0.0019
1.050  0.0999  0.0001  0.0010
1.150  0.0770  0.0001  0.0010
1.250  0.0576  0.0001  0.0009
1.350  0.0417  0.0001  0.0014
1.450  0.0284  0.0001  0.0007
1.550  0.0176  0.0000  0.0004
1.650  0.0093  0.0000  0.0002
1.750  0.0027  0.0000  0.0003
