# ICODE=211, JCODE=-321
# SIGMA_QGP=1.204, SIGMA_HAD=0.437534
# NSAMPLE=10000000, Tblast=76.3185, UPERPblast(x,y)=(0.7671,0.7671)
# SOVERUD=0.639, QUARK_ENTROPY_RATIO=0.1991, BARYON_FUDGE=0.6386
# ------- normalization=0.0134497 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0193  0.0000  0.0037  0.0038  0.0118
0.150  0.0186  0.0000  0.0031  0.0036  0.0118
0.250  0.0176  0.0000  0.0030  0.0032  0.0114
0.350  0.0165  0.0000  0.0029  0.0027  0.0108
0.450  0.0146  0.0000  0.0027  0.0023  0.0097
0.550  0.0125  0.0000  0.0025  0.0018  0.0083
0.650  0.0104  0.0000  0.0021  0.0013  0.0070
0.750  0.0084  0.0000  0.0016  0.0011  0.0057
0.850  0.0065  0.0000  0.0015  0.0007  0.0042
0.950  0.0043  0.0000  0.0010  0.0005  0.0028
1.050  0.0027  0.0000  0.0009  0.0003  0.0016
1.150  0.0016  0.0000  0.0007  0.0002  0.0008
1.250  0.0008  0.0000  0.0004  0.0001  0.0003
1.350  0.0003  0.0000  0.0002  0.0001  0.0001
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
