# SIGMA_QGP=1.204, SIGMA_HAD=0.437534
# NSAMPLE=10000000, Tblast=76.3185, UPERPblast(x,y)=(0.7671,0.7671)
# SOVERUD=0.639, QUARK_ENTROPY_RATIO=0.1991, BARYON_FUDGE=0.6386
# ------- normalization=0.226229 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3140  0.0002  0.0650  0.0745  0.1745
0.150  0.2954  0.0002  0.0627  0.0695  0.1631
0.250  0.2678  0.0002  0.0558  0.0624  0.1497
0.350  0.2421  0.0002  0.0514  0.0550  0.1357
0.450  0.2171  0.0002  0.0484  0.0482  0.1206
0.550  0.1894  0.0002  0.0432  0.0407  0.1054
0.650  0.1627  0.0002  0.0385  0.0333  0.0908
0.750  0.1372  0.0002  0.0337  0.0270  0.0766
0.850  0.1146  0.0002  0.0306  0.0212  0.0628
0.950  0.0915  0.0001  0.0257  0.0162  0.0495
1.050  0.0717  0.0001  0.0219  0.0119  0.0379
1.150  0.0539  0.0001  0.0177  0.0085  0.0278
1.250  0.0396  0.0001  0.0139  0.0060  0.0197
1.350  0.0284  0.0001  0.0111  0.0041  0.0133
1.450  0.0186  0.0001  0.0082  0.0024  0.0080
1.550  0.0110  0.0000  0.0051  0.0014  0.0045
1.650  0.0057  0.0000  0.0029  0.0007  0.0021
1.750  0.0016  0.0000  0.0008  0.0001  0.0006
