# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.023693 -----------------
#dely    BF
0.050 -0.0314 -0.0004
0.150 -0.0279 -0.0003
0.250 -0.0293 -0.0004
0.350 -0.0225 -0.0003
0.450 -0.0243 -0.0004
0.550 -0.0212 -0.0004
0.650 -0.0213 -0.0004
0.750 -0.0169 -0.0004
0.850 -0.0132 -0.0003
0.950 -0.0109 -0.0003
1.050 -0.0087 -0.0003
1.150 -0.0051 -0.0002
1.250 -0.0026 -0.0001
1.350 -0.0013 -0.0001
1.450 -0.0003 -0.0000
1.550 -0.0000 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
