# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.111707 -----------------
#dely    BF
0.050 -0.1419 -0.0002
0.150 -0.1336 -0.0002
0.250 -0.1239 -0.0002
0.350 -0.1098 -0.0002
0.450 -0.0963 -0.0001
0.550 -0.0865 -0.0001
0.650 -0.0759 -0.0001
0.750 -0.0663 -0.0001
0.850 -0.0613 -0.0001
0.950 -0.0530 -0.0001
1.050 -0.0449 -0.0001
1.150 -0.0384 -0.0001
1.250 -0.0299 -0.0001
1.350 -0.0245 -0.0001
1.450 -0.0173 -0.0001
1.550 -0.0096 -0.0001
1.650 -0.0037 -0.0000
1.750 -0.0003 -0.0000
