# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.222808 -----------------
#dely    BF
0.050  0.3658  0.0003
0.150  0.3416  0.0003
0.250  0.3084  0.0003
0.350  0.2692  0.0003
0.450  0.2329  0.0002
0.550  0.1937  0.0002
0.650  0.1557  0.0002
0.750  0.1207  0.0002
0.850  0.0903  0.0001
0.950  0.0627  0.0001
1.050  0.0418  0.0001
1.150  0.0251  0.0000
1.250  0.0140  0.0000
1.350  0.0062  0.0000
1.450  0.0013  0.0000
1.550 -0.0006 -0.0000
1.650 -0.0007 -0.0000
1.750 -0.0001 -0.0000
