# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0778438 -----------------
#dely    BF    dB     BFVar
0.050  0.1304  0.0016  0.0097
0.150  0.1232  0.0015  0.0148
0.250  0.1060  0.0014  0.0049
0.350  0.0904  0.0013  0.0057
0.450  0.0813  0.0012  0.0055
0.550  0.0702  0.0012  0.0057
0.650  0.0541  0.0010  0.0033
0.750  0.0403  0.0009  0.0032
0.850  0.0315  0.0008  0.0031
0.950  0.0233  0.0007  0.0021
1.050  0.0130  0.0005  0.0017
1.150  0.0081  0.0004  0.0010
1.250  0.0045  0.0003  0.0007
1.350  0.0017  0.0002  0.0004
1.450  0.0004  0.0001  0.0007
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
