# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.722922 -----------------
#dely    BF
0.050 -0.6695 -0.0048
0.150 -0.6386 -0.0048
0.250 -0.6294 -0.0049
0.350 -0.6125 -0.0050
0.450 -0.6041 -0.0052
0.550 -0.5398 -0.0049
0.650 -0.6063 -0.0059
0.750 -0.3914 -0.0041
0.850 -0.4212 -0.0048
0.950 -0.4640 -0.0058
1.050 -0.4633 -0.0064
1.150 -0.3071 -0.0048
1.250 -0.2506 -0.0044
1.350 -0.3076 -0.0062
1.450 -0.1889 -0.0045
1.550 -0.1158 -0.0033
1.650 -0.0168 -0.0007
1.750 -0.0020 -0.0001
