# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.27583 -----------------
#dely    BF
0.050  0.4234  0.0027
0.150  0.3914  0.0026
0.250  0.3635  0.0025
0.350  0.3033  0.0022
0.450  0.2637  0.0020
0.550  0.2558  0.0021
0.650  0.1964  0.0018
0.750  0.1510  0.0015
0.850  0.1194  0.0013
0.950  0.0939  0.0011
1.050  0.0722  0.0009
1.150  0.0515  0.0008
1.250  0.0313  0.0005
1.350  0.0264  0.0005
1.450  0.0118  0.0003
1.550  0.0069  0.0002
1.650 -0.0030 -0.0001
1.750 -0.0007 -0.0001
