# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0395061 -----------------
#dely    BF
0.050 -0.0174 -0.0030
0.150 -0.0355 -0.0066
0.250 -0.0461 -0.0094
0.350 -0.1063 -0.0217
0.450 -0.0307 -0.0077
0.550 -0.0419 -0.0102
0.650 -0.0241 -0.0057
0.750 -0.0418 -0.0158
0.850 -0.0355 -0.0126
0.950  0.0000  0.0000
1.050 -0.0094 -0.0054
1.150 -0.0064 -0.0064
1.250  0.0000  0.0000
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
