# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00726322 -----------------
#dely    BF    dB     BFVar
0.050  0.0325  0.0001  0.0037
0.150  0.0271  0.0001  0.0021
0.250  0.0151  0.0001  0.0020
0.350  0.0003  0.0000  0.0028
0.450 -0.0108 -0.0000  0.0009
0.550 -0.0196 -0.0001  0.0021
0.650 -0.0214 -0.0001  0.0010
0.750 -0.0229 -0.0001  0.0012
0.850 -0.0216 -0.0001  0.0011
0.950 -0.0180 -0.0001  0.0013
1.050 -0.0138 -0.0001  0.0007
1.150 -0.0095 -0.0001  0.0005
1.250 -0.0057 -0.0001  0.0004
1.350 -0.0029 -0.0001  0.0003
1.450 -0.0012 -0.0000  0.0001
1.550 -0.0003 -0.0000  0.0004
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
