#observables(1,2,3...down)parameters(1,2,3...across)
 1.25761 -9.30604 -5.53203 12.3508 0.91528
 11.1494 -12.9562 1.27008 14.2746 -16.5253
 -6.28924 4.87647 0.780512 3.62758 -1.42302
 1.54232 -16.0284 13.6032 -4.38889 4.88617
 -3.70867 -1.19261 -1.14999 7.78874 -0.810294
 2.18896 -1.16994 -4.52254 2.01869 0.9376
 -2.98237 0.610545 0.931124 2.45029 -0.263999
 -0.0161727 -1.75263 -0.67561 2.2231 0.22536
 0.610628 -1.56049 -1.65788 0.00933748 2.44575
 0.0470588 -0.079505 -2.00626 -0.425494 2.45243
 -2.21497 -0.968786 1.42163 0.400136 1.91573
 0.133233 -0.055511 -0.0431534 -0.0504682 -0.0174092
