'uu_width','ud_width','us_width','ss_width'
0.676692, 0.613462, 1.1201, 1.42147
0.737418, 0.67759, 1.14665, 1.3646
0.737418, 0.67759, 1.14665, 1.3646
0.701144, 0.635922, 1.1498, 1.41305
0.764605, 0.63413, 1.13915, 1.43783
0.764605, 0.63413, 1.13915, 1.43783
0.757291, 0.662457, 1.15976, 1.42416
0.757291, 0.662457, 1.15976, 1.42416
0.690273, 0.666698, 1.12282, 1.44271
0.699092, 0.691685, 1.13826, 1.41478
0.690181, 0.65683, 1.10662, 1.35615
0.696126, 0.606953, 1.09604, 1.39377
0.696126, 0.606953, 1.09604, 1.39377
0.692448, 0.662048, 1.18896, 1.41184
0.748855, 0.718431, 1.16888, 1.37482
0.748855, 0.718431, 1.16888, 1.37482
0.748855, 0.718431, 1.16888, 1.37482
0.775466, 0.567234, 1.17554, 1.39912
0.719131, 0.588863, 1.08319, 1.26907
0.754015, 0.624729, 1.11043, 1.24302
0.731485, 0.522582, 1.05531, 1.23676
0.731485, 0.522582, 1.05531, 1.23676
0.646355, 0.539544, 1.04446, 1.40522
0.71003, 0.653582, 1.16755, 1.30739
0.75952, 0.525769, 1.16377, 1.39692
0.688092, 0.553042, 1.15644, 1.4258
0.688092, 0.553042, 1.15644, 1.4258
0.637089, 0.568209, 1.10291, 1.42451
0.66923, 0.610172, 1.08083, 1.42894
0.664968, 0.544275, 1.13081, 1.43444
0.664968, 0.544275, 1.13081, 1.43444
0.64779, 0.544022, 1.0384, 1.43112
0.718874, 0.506853, 1.15375, 1.4893
0.718874, 0.506853, 1.15375, 1.4893
0.743657, 0.490217, 1.16827, 1.49444
0.743657, 0.490217, 1.16827, 1.49444
0.771203, 0.532417, 1.19168, 1.44375
0.771203, 0.532417, 1.19168, 1.44375
0.717532, 0.59843, 1.13859, 1.37763
0.717532, 0.59843, 1.13859, 1.37763
0.717532, 0.59843, 1.13859, 1.37763
0.745882, 0.616017, 1.14409, 1.39853
0.748621, 0.589755, 1.1248, 1.34266
0.748621, 0.589755, 1.1248, 1.34266
0.748621, 0.589755, 1.1248, 1.34266
0.735253, 0.564325, 1.14409, 1.32618
0.791427, 0.673299, 1.20167, 1.30683
0.784211, 0.794728, 1.19309, 1.38157
0.785513, 0.731007, 1.16199, 1.38579
0.785513, 0.731007, 1.16199, 1.38579
0.748685, 0.740558, 1.21251, 1.41898
0.759477, 0.74531, 1.22292, 1.45175
0.759477, 0.74531, 1.22292, 1.45175
0.759477, 0.74531, 1.22292, 1.45175
0.817986, 0.664156, 1.18889, 1.41991
0.797837, 0.633098, 1.17786, 1.40733
0.755017, 0.628259, 1.13831, 1.43778
0.755017, 0.628259, 1.13831, 1.43778
0.674453, 0.70926, 1.14364, 1.35819
0.688129, 0.655199, 1.12725, 1.30379
0.703212, 0.679061, 1.10198, 1.35665
0.724754, 0.67204, 1.08195, 1.37221
0.76947, 0.636935, 1.09285, 1.31517
0.68874, 0.758093, 1.13897, 1.37756
0.918202, 0.801865, 1.21443, 1.4299
0.862313, 0.789075, 1.20719, 1.3587
0.862313, 0.789075, 1.20719, 1.3587
0.845188, 0.77499, 1.1595, 1.35058
