# SIGMA_QGP=0.9706, SIGMA_HAD=0.453853
# NSAMPLE=10000000, Tblast=77.6357, UPERPblast(x,y)=(0.7291,0.7291)
# SOVERUD=0.7161, QUARK_ENTROPY_RATIO=0.316, BARYON_FUDGE=0.7842
# ------- normalization=0.223606 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3047  0.0002  0.1167  0.0135  0.1744
0.150  0.2845  0.0002  0.1097  0.0130  0.1617
0.250  0.2599  0.0002  0.1013  0.0114  0.1472
0.350  0.2363  0.0002  0.0927  0.0101  0.1336
0.450  0.2127  0.0002  0.0851  0.0089  0.1187
0.550  0.1868  0.0002  0.0759  0.0078  0.1031
0.650  0.1612  0.0002  0.0670  0.0059  0.0883
0.750  0.1370  0.0002  0.0577  0.0050  0.0744
0.850  0.1146  0.0002  0.0490  0.0041  0.0616
0.950  0.0936  0.0001  0.0413  0.0030  0.0493
1.050  0.0745  0.0001  0.0347  0.0020  0.0378
1.150  0.0565  0.0001  0.0275  0.0015  0.0275
1.250  0.0431  0.0001  0.0225  0.0014  0.0191
1.350  0.0307  0.0001  0.0170  0.0007  0.0130
1.450  0.0198  0.0001  0.0117  0.0003  0.0079
1.550  0.0120  0.0000  0.0072  0.0003  0.0045
1.650  0.0065  0.0000  0.0043  0.0001  0.0021
1.750  0.0018  0.0000  0.0012  0.0000  0.0006
