# ICODE=2212, JCODE=-2212
# SIGMA_QGP=0.9706, SIGMA_HAD=0.453853
# NSAMPLE=10000000, Tblast=77.6357, UPERPblast(x,y)=(0.7291,0.7291)
# SOVERUD=0.7161, QUARK_ENTROPY_RATIO=0.316, BARYON_FUDGE=0.7842
# ------- normalization=0.0561267 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0377  0.0005  0.2499 -0.2122  0.0000
0.150  0.0453  0.0006  0.2392 -0.1940  0.0000
0.250  0.0474  0.0006  0.2105 -0.1631  0.0000
0.350  0.0681  0.0010  0.1997 -0.1316  0.0000
0.450  0.0699  0.0011  0.1702 -0.1002  0.0000
0.550  0.0670  0.0013  0.1361 -0.0690  0.0000
0.650  0.0544  0.0012  0.1089 -0.0545  0.0000
0.750  0.0461  0.0012  0.0796 -0.0336  0.0000
0.850  0.0439  0.0014  0.0632 -0.0193  0.0000
0.950  0.0358  0.0014  0.0469 -0.0111  0.0000
1.050  0.0229  0.0012  0.0274 -0.0045  0.0000
1.150  0.0136  0.0010  0.0155 -0.0019  0.0000
1.250  0.0060  0.0006  0.0063 -0.0004  0.0000
1.350  0.0027  0.0004  0.0028 -0.0001  0.0000
1.450  0.0005  0.0002  0.0005 -0.0000  0.0000
1.550  0.0001  0.0001  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
