# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.107561 -----------------
#dely    BF    dB     BFVar
0.050  0.2842  0.0007  0.0079
0.150  0.2525  0.0006  0.0066
0.250  0.2004  0.0006  0.0061
0.350  0.1413  0.0004  0.0078
0.450  0.0920  0.0003  0.0053
0.550  0.0532  0.0002  0.0028
0.650  0.0290  0.0001  0.0058
0.750  0.0141  0.0001  0.0011
0.850  0.0059  0.0000  0.0013
0.950  0.0018  0.0000  0.0004
1.050  0.0006  0.0000  0.0006
1.150  0.0003  0.0000  0.0006
1.250  0.0002  0.0000  0.0002
1.350  0.0000  0.0000  0.0001
1.450 -0.0000 -0.0000  0.0002
1.550  0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
