'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.353014,0.465502,0.425283,0.294038
0.353014,0.465502,0.425283,0.294038
0.353014,0.465502,0.425283,0.294038
0.353014,0.465502,0.425283,0.294038
0.36711,0.44746,0.423264,0.307565
0.36711,0.44746,0.423264,0.307565
0.401092,0.453318,0.420098,0.346946
0.414998,0.479941,0.448096,0.351841
0.378734,0.497764,0.430116,0.312674
0.349799,0.553929,0.463348,0.295858
0.349799,0.553929,0.463348,0.295858
0.349799,0.553929,0.463348,0.295858
0.349799,0.553929,0.463348,0.295858
0.349799,0.553929,0.463348,0.295858
0.356758,0.527113,0.446192,0.305649
0.365287,0.477034,0.475222,0.317315
0.369013,0.466394,0.505279,0.325105
0.369013,0.466394,0.505279,0.325105
0.397196,0.472445,0.490893,0.334342
0.397196,0.472445,0.490893,0.334342
0.396049,0.482418,0.519046,0.352088
0.396049,0.482418,0.519046,0.352088
0.411751,0.448752,0.452684,0.371018
0.411751,0.448752,0.452684,0.371018
0.44498,0.400762,0.459095,0.36318
0.419404,0.375522,0.468032,0.356398
0.395789,0.464459,0.471203,0.31685
0.395789,0.464459,0.471203,0.31685
0.341251,0.400141,0.463586,0.30715
0.377441,0.45291,0.468303,0.324732
0.36562,0.441515,0.46977,0.293415
0.354621,0.434253,0.421494,0.272037
0.337804,0.417918,0.423584,0.263983
0.333017,0.362651,0.447471,0.247528
0.331834,0.3202,0.406382,0.279156
0.339461,0.338116,0.392978,0.29402
0.390909,0.340965,0.373498,0.326435
0.392232,0.368355,0.382682,0.340089
0.392232,0.368355,0.382682,0.340089
0.415405,0.314621,0.434507,0.332826
0.404681,0.308754,0.419592,0.30136
0.44905,0.290541,0.452569,0.310647
0.443882,0.300753,0.409374,0.333482
0.425134,0.286246,0.404086,0.306905
0.421168,0.379552,0.443932,0.359886
0.422155,0.356496,0.510853,0.346497
0.406563,0.359087,0.536301,0.355048
0.410127,0.416282,0.502028,0.350509
0.391204,0.430179,0.485074,0.355953
0.391204,0.430179,0.485074,0.355953
0.390047,0.436204,0.504488,0.350494
0.390047,0.436204,0.504488,0.350494
0.390047,0.436204,0.504488,0.350494
0.411557,0.464723,0.535587,0.367311
0.405918,0.449569,0.500175,0.368701
0.429106,0.441258,0.465334,0.36391
0.395395,0.454786,0.441486,0.330679
0.371487,0.48963,0.471772,0.320812
0.336873,0.540641,0.387149,0.289433
0.336873,0.540641,0.387149,0.289433
0.353907,0.615948,0.360628,0.324728
0.353907,0.615948,0.360628,0.324728
0.353907,0.615948,0.360628,0.324728
0.34654,0.633982,0.404955,0.285747
0.369273,0.671559,0.429201,0.298327
0.386951,0.67025,0.434292,0.319061
0.34678,0.672544,0.440535,0.289014
0.34678,0.672544,0.440535,0.289014
0.371371,0.689713,0.482311,0.303061
0.371371,0.689713,0.482311,0.303061
0.360324,0.579955,0.509323,0.292495
0.366561,0.60847,0.497563,0.305554
0.369827,0.601638,0.531529,0.325213
0.374004,0.623901,0.472797,0.293042
0.391831,0.578093,0.53159,0.349375
0.342284,0.575043,0.516549,0.288396
0.366533,0.610093,0.52214,0.31085
0.366533,0.610093,0.52214,0.31085
0.346275,0.63572,0.514271,0.278945
0.332018,0.623172,0.527541,0.279083
0.332018,0.623172,0.527541,0.279083
0.332018,0.623172,0.527541,0.279083
0.344544,0.686779,0.550159,0.276027
0.344544,0.686779,0.550159,0.276027
