# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.117199 -----------------
#dely    BF
0.050 -0.1911 -0.0013
0.150 -0.1440 -0.0010
0.250 -0.1707 -0.0013
0.350 -0.1281 -0.0010
0.450 -0.1146 -0.0010
0.550 -0.0996 -0.0009
0.650 -0.0819 -0.0008
0.750 -0.0569 -0.0006
0.850 -0.0500 -0.0006
0.950 -0.0302 -0.0004
1.050 -0.0327 -0.0005
1.150 -0.0246 -0.0004
1.250 -0.0200 -0.0004
1.350 -0.0148 -0.0003
1.450 -0.0065 -0.0002
1.550 -0.0068 -0.0002
1.650 -0.0009 -0.0000
1.750  0.0014  0.0001
