# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.0130979 -----------------
#dely    BF
0.050 -0.0855 -0.0044
0.150 -0.0418 -0.0023
0.250 -0.0378 -0.0022
0.350 -0.0094 -0.0006
0.450  0.0052  0.0004
0.550  0.0022  0.0002
0.650  0.0110  0.0013
0.750  0.0037  0.0005
0.850  0.0029  0.0005
0.950  0.0070  0.0016
1.050  0.0036  0.0009
1.150  0.0051  0.0018
1.250  0.0009  0.0005
1.350  0.0019  0.0009
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
