# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.130087 -----------------
#dely    BF
0.050  0.1955  0.0011
0.150  0.1966  0.0011
0.250  0.1745  0.0011
0.350  0.1516  0.0010
0.450  0.1227  0.0009
0.550  0.1122  0.0009
0.650  0.0967  0.0008
0.750  0.0763  0.0007
0.850  0.0531  0.0006
0.950  0.0423  0.0005
1.050  0.0306  0.0004
1.150  0.0219  0.0003
1.250  0.0120  0.0002
1.350  0.0061  0.0001
1.450  0.0068  0.0002
1.550  0.0013  0.0000
1.650  0.0007  0.0000
1.750 -0.0001 -0.0000
