# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.291996 -----------------
#dely    BF    dB     BFVar
0.050  0.4686  0.0003  0.0028
0.150  0.4345  0.0003  0.0038
0.250  0.3928  0.0002  0.0030
0.350  0.3483  0.0002  0.0024
0.450  0.3006  0.0002  0.0035
0.550  0.2532  0.0002  0.0039
0.650  0.2050  0.0002  0.0022
0.750  0.1619  0.0001  0.0039
0.850  0.1229  0.0001  0.0022
0.950  0.0898  0.0001  0.0014
1.050  0.0605  0.0001  0.0010
1.150  0.0393  0.0001  0.0011
1.250  0.0237  0.0000  0.0010
1.350  0.0121  0.0000  0.0006
1.450  0.0055  0.0000  0.0006
1.550  0.0015  0.0000  0.0002
1.650 -0.0001 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
