# SIGMA_QGP=1.2568, SIGMA_HAD=0.657558
# NSAMPLE=10000000, Tblast=78.2993, UPERPblast(x,y)=(0.7656,0.7656)
# SOVERUD=0.922, QUARK_ENTROPY_RATIO=0.1791, BARYON_FUDGE=0.6118
# ------- normalization=0.224968 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3081  0.0003  0.0529  0.0806  0.1746
0.150  0.2885  0.0002  0.0502  0.0754  0.1629
0.250  0.2628  0.0002  0.0455  0.0684  0.1489
0.350  0.2408  0.0002  0.0426  0.0623  0.1359
0.450  0.2148  0.0002  0.0378  0.0549  0.1220
0.550  0.1889  0.0002  0.0354  0.0477  0.1058
0.650  0.1636  0.0002  0.0315  0.0408  0.0913
0.750  0.1387  0.0002  0.0282  0.0343  0.0762
0.850  0.1158  0.0002  0.0250  0.0282  0.0626
0.950  0.0921  0.0001  0.0203  0.0222  0.0497
1.050  0.0726  0.0001  0.0174  0.0174  0.0379
1.150  0.0554  0.0001  0.0146  0.0131  0.0276
1.250  0.0400  0.0001  0.0112  0.0095  0.0193
1.350  0.0286  0.0001  0.0089  0.0069  0.0128
1.450  0.0194  0.0001  0.0069  0.0044  0.0081
1.550  0.0116  0.0000  0.0045  0.0026  0.0045
1.650  0.0063  0.0000  0.0027  0.0014  0.0022
1.750  0.0018  0.0000  0.0008  0.0003  0.0006
