# ICODE=211, JCODE=-211
# SIGMA_QGP=1.2568, SIGMA_HAD=0.657558
# NSAMPLE=10000000, Tblast=78.2993, UPERPblast(x,y)=(0.7656,0.7656)
# SOVERUD=0.922, QUARK_ENTROPY_RATIO=0.1791, BARYON_FUDGE=0.6118
# ------- normalization=0.212142 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3001  0.0003  0.0478  0.0793  0.1730
0.150  0.2827  0.0003  0.0457  0.0733  0.1636
0.250  0.2587  0.0003  0.0407  0.0672  0.1508
0.350  0.2364  0.0003  0.0392  0.0597  0.1375
0.450  0.2103  0.0002  0.0338  0.0524  0.1240
0.550  0.1833  0.0002  0.0311  0.0448  0.1074
0.650  0.1575  0.0002  0.0278  0.0376  0.0921
0.750  0.1303  0.0002  0.0241  0.0306  0.0756
0.850  0.1056  0.0002  0.0208  0.0243  0.0606
0.950  0.0817  0.0002  0.0168  0.0188  0.0462
1.050  0.0615  0.0001  0.0144  0.0141  0.0331
1.150  0.0443  0.0001  0.0113  0.0100  0.0229
1.250  0.0306  0.0001  0.0085  0.0070  0.0151
1.350  0.0195  0.0001  0.0060  0.0045  0.0090
1.450  0.0117  0.0001  0.0041  0.0026  0.0050
1.550  0.0057  0.0000  0.0024  0.0012  0.0021
1.650  0.0016  0.0000  0.0008  0.0004  0.0004
1.750  0.0001  0.0000  0.0000  0.0000  0.0000
