# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.17425 -----------------
#dely    BF
0.050 -0.4893 -0.0031
0.150 -0.5481 -0.0036
0.250 -0.4330 -0.0029
0.350 -0.3536 -0.0025
0.450 -0.2442 -0.0019
0.550 -0.1517 -0.0013
0.650 -0.1082 -0.0010
0.750 -0.0011 -0.0000
0.850  0.0802  0.0009
0.950  0.0761  0.0009
1.050  0.0746  0.0010
1.150  0.0686  0.0010
1.250  0.1124  0.0020
1.350  0.0642  0.0013
1.450  0.0524  0.0013
1.550  0.0284  0.0008
1.650  0.0279  0.0011
1.750  0.0019  0.0001
