! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.6538  6.614  6.227  5.343 12.514  1.165
 100.0 0.7746  9.224  7.498  5.727 13.326  1.309
 150.0 0.8149 11.738  7.996  5.489 11.970  1.457
 200.0 0.8288 13.845  7.923  5.324 10.784  1.488
 250.0 0.8690 16.300  7.945  5.307  9.964  1.497
 300.0 0.8740 18.816  7.937  5.251  8.869  1.512
 350.0 0.8896 21.022  7.787  5.073  8.415  1.535
 400.0 0.8880 22.672  7.469  4.963  7.642  1.505
 450.0 0.8953 24.893  7.374  4.885  7.083  1.510
 500.0 0.9094 27.992  7.526  4.800  6.562  1.568
