# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.527513 -----------------
#dely    BF
0.050  2.0203  0.3455
0.150  0.1069  0.0178
0.250 -0.6175 -0.1384
0.350 -0.7251 -0.1133
0.450 -0.3797 -0.0955
0.550 -0.6598 -0.1651
0.650 -1.6572 -0.4155
0.750 -3.1930 -0.7391
0.850  0.0049  0.0020
0.950  0.3226  0.1146
1.050 -0.5066 -0.2317
1.150  0.0035  0.0025
1.250  0.0054  0.0038
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
