# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.135178 -----------------
#dely    BF    dB     BFVar
0.050  0.1287  0.0001  0.0019
0.150  0.1260  0.0001  0.0016
0.250  0.1223  0.0001  0.0034
0.350  0.1194  0.0001  0.0023
0.450  0.1165  0.0001  0.0035
0.550  0.1129  0.0001  0.0022
0.650  0.1056  0.0001  0.0012
0.750  0.0991  0.0001  0.0016
0.850  0.0898  0.0001  0.0014
0.950  0.0796  0.0001  0.0020
1.050  0.0681  0.0001  0.0012
1.150  0.0573  0.0001  0.0013
1.250  0.0465  0.0001  0.0022
1.350  0.0352  0.0001  0.0008
1.450  0.0247  0.0001  0.0014
1.550  0.0140  0.0000  0.0004
1.650  0.0054  0.0000  0.0004
1.750  0.0005  0.0000  0.0001
