0 873.204 41.6725 -146.131 653.315 469.676 48.0012 -21.2668 686.695 962.309 175.438 -25.324 1600.62 727.69 241.903 -67.1825 670.372 468.317 113.22 26.5171 995.915 709.46 -223.297 -108.383 726.767 811.469 7.02022 29.7644 882.87 494.539 167.776 -43.2893 947.618 811.066 -137.455 26.0091 699.922 1304.42 -26.4498 -149.743 673.435 1290.32 240.361 -62.3487 1611.83 1369.52 156.355 -55.3195 614.16 1021.35 -99.5119 -225.953 1052.07 1022.21 96.8006 -67.1573 886.766 1390.77 -60.1678 -10.7359 994.494 434.85 -135.07 -23.1968 280.671 1173.45 161.632 26.8244 1617.83 1051.72 4.27439 -122.512 1597.48 905.557 34.6598 -97.2808 739.275 1102.11 128.618 -96.0138 1316.73 
0.016 872.835 41.6608 -146.078 652.357 471.576 47.9869 -21.3482 685.758 961.76 175.372 -25.3253 1586.88 732.201 241.795 -67.172 669.56 468.69 113.167 26.4008 993.746 709.288 -223.261 -108.352 726.193 811.153 7.01248 29.7381 880.583 494.632 167.684 -43.3835 945.25 810.799 -137.46 25.9489 699.328 1303.8 -26.4534 -149.683 673.09 1289.71 240.298 -62.3408 1599.48 1368.21 156.327 -55.3146 613.643 1020.94 -99.5074 -225.897 1049.02 1021.79 96.7808 -67.1504 885.336 1389.77 -60.1742 -10.7664 992.504 435.5 -135.062 -23.1968 280.597 1172.81 161.557 26.7001 1605.54 1051.17 4.26606 -122.493 1584.71 905.108 34.6371 -97.252 738.312 1101.51 128.594 -96.0456 1309 
0.032 871.729 41.626 -145.918 649.498 477.228 47.9439 -21.5918 682.959 960.116 175.175 -25.329 1546.79 745.506 241.473 -67.1406 667.131 469.804 113.008 26.0527 987.274 708.773 -223.154 -108.26 724.472 810.209 6.98926 29.6594 873.783 494.91 167.409 -43.6645 938.193 810 -137.476 25.7687 697.546 1301.93 -26.4643 -149.502 672.058 1287.9 240.108 -62.3173 1563.18 1364.3 156.245 -55.3002 612.094 1019.72 -99.4939 -225.689 1039.96 1020.53 96.7213 -67.1296 881.064 1386.79 -60.1933 -10.858 986.562 437.44 -135.039 -23.1968 280.374 1170.91 161.334 26.3282 1569.34 1049.53 4.24106 -122.434 1547.29 903.762 34.5689 -97.1654 735.434 1099.74 128.522 -96.1392 1286.28 
0.048 869.89 41.568 -145.652 644.778 486.488 47.8724 -21.995 678.329 957.387 174.847 -25.3353 1483.64 766.936 240.937 -67.0883 663.096 471.642 112.742 25.4753 976.602 707.915 -222.977 -108.106 721.615 808.638 6.95058 29.5283 862.64 495.368 166.95 -44.1281 926.589 808.668 -137.5 25.4693 694.589 1298.83 -26.4824 -149.202 670.343 1284.88 239.791 -62.2782 1505.1 1357.82 156.108 -55.276 609.522 1017.7 -99.4713 -225.214 1025.09 1018.44 96.6223 -67.0947 873.997 1381.84 -60.225 -11.0101 976.753 440.64 -135.001 -23.1967 280.004 1167.74 160.961 25.7114 1511.32 1046.81 4.19941 -122.335 1487.74 901.527 34.4554 -97.0213 730.668 1096.78 128.401 -96.2899 1249.85 
0.064 867.325 41.4868 -145.281 638.262 499.121 47.7722 -22.5538 671.92 953.587 174.388 -25.3441 1402.16 795.433 240.188 -67.0152 657.482 474.178 112.371 24.6728 961.898 706.715 -222.728 -107.892 717.637 806.447 6.89646 29.3451 847.433 496 166.309 -44.7673 910.668 806.809 -137.535 25.0518 690.473 1294.51 -26.5077 -148.783 667.948 1280.66 239.349 -62.2234 1428.66 1348.81 155.916 -55.2423 605.945 1014.87 -99.4398 -224.309 1004.72 1015.51 96.4837 -67.0458 864.218 1374.95 -60.2694 -11.2221 963.216 445.049 -134.948 -23.1967 279.487 1163.33 160.441 24.8544 1434.75 1043.01 4.14116 -122.198 1409.84 898.413 34.2967 -96.8201 724.062 1092.67 128.232 -96.4898 1201.67 
0.08 864.044 41.3825 -144.806 630.042 514.812 47.6436 -23.2627 663.801 948.738 173.8 -25.3553 1307.78 829.63 239.227 -66.9214 650.323 477.376 111.895 23.6508 943.389 705.175 -222.409 -107.617 712.557 803.643 6.82695 29.1103 828.523 496.794 165.488 -45.5725 890.737 804.424 -137.577 24.5183 685.223 1288.97 -26.5402 -148.246 664.882 1275.27 238.781 -62.1531 1338.15 1337.35 155.669 -55.1989 601.383 1011.25 -99.3992 -222.792 979.319 1011.77 96.3057 -66.9824 851.837 1366.14 -60.3263 -11.4929 946.138 450.6 -134.878 -23.1966 278.825 1157.69 159.773 23.7635 1343.86 1038.14 4.06635 -122.021 1318.18 894.433 34.093 -96.5621 715.678 1087.4 128.016 -96.7284 1144.12 
0.096 860.057 41.2552 -144.227 620.228 533.181 47.4866 -24.1147 654.062 942.866 173.082 -25.369 1205.87 867.947 238.056 -66.8069 641.668 481.189 111.315 22.4166 921.355 703.295 -222.02 -107.281 706.402 800.235 6.7421 28.8244 806.342 497.74 164.486 -46.5317 867.169 801.519 -137.627 23.8709 678.867 1282.24 -26.5798 -147.592 661.156 1268.71 238.088 -62.0673 1238.23 1323.52 155.368 -55.1459 595.865 1006.85 -99.3497 -220.495 949.398 1007.22 96.0883 -66.9044 836.991 1355.47 -60.3955 -11.8213 925.752 457.207 -134.794 -23.1965 278.02 1150.83 158.959 22.447 1243.31 1032.24 3.97502 -121.806 1217.54 889.607 33.8444 -96.2479 705.597 1081.02 127.751 -96.993 1079.75 
0.112 855.38 41.1049 -143.546 608.946 553.788 47.3013 -25.1016 642.804 936.002 172.235 -25.385 1101.18 908.697 236.677 -66.672 631.58 485.563 110.631 20.9789 896.119 701.079 -221.561 -106.887 699.204 796.237 6.64196 28.488 781.363 498.821 163.307 -47.6309 840.39 798.1 -137.683 23.1125 671.443 1274.34 -26.6266 -146.824 656.78 1261.01 237.27 -61.9661 1133.45 1307.43 155.013 -55.0834 589.424 1001.68 -99.2911 -217.288 915.56 1001.87 95.8318 -66.8115 819.843 1342.99 -60.4769 -12.2056 902.33 464.771 -134.693 -23.1963 277.073 1142.8 158 20.9144 1137.69 1025.33 3.86727 -121.552 1112.49 883.956 33.5514 -95.8783 693.913 1073.53 127.439 -97.269 1011.05 
0.128 850.029 40.9318 -142.764 596.339 576.161 47.0879 -26.2139 630.145 928.184 171.262 -25.4034 997.515 950.19 235.092 -66.5167 620.136 490.438 109.844 19.3476 868.038 698.529 -221.033 -106.434 690.999 791.662 6.52661 28.1018 754.086 500.02 161.953 -48.8544 810.86 794.174 -137.743 22.2464 662.992 1265.28 -26.6805 -145.943 651.769 1252.19 236.329 -61.8495 1027.82 1289.19 154.604 -55.0114 582.098 995.751 -99.2236 -213.099 878.447 995.744 95.5364 -66.7033 800.575 1328.76 -60.5703 -12.6442 876.172 473.18 -134.576 -23.1961 275.986 1133.61 156.898 19.1768 1031.1 1017.42 3.74317 -121.259 1006.98 877.505 33.2143 -95.454 680.732 1064.97 127.079 -97.5408 940.275 
0.144 844.023 40.736 -141.884 582.557 599.8 46.8466 -27.441 616.21 919.452 170.163 -25.424 897.708 990.819 233.304 -66.3413 607.428 495.745 108.957 17.5338 837.494 695.649 -220.436 -105.923 681.829 786.524 6.39614 27.6667 725.008 501.32 160.426 -50.185 779.059 789.748 -137.807 21.2763 653.56 1255.11 -26.7415 -144.951 646.138 1242.28 235.266 -61.7178 924.585 1268.94 154.14 -54.93 573.93 989.084 -99.147 -207.918 838.721 988.855 95.2021 -66.5794 779.386 1312.86 -60.6756 -13.1351 847.603 482.31 -134.443 -23.1959 274.764 1123.31 155.654 17.2466 926.872 1008.56 3.60282 -120.929 904.208 870.283 32.8334 -94.9759 666.172 1055.37 126.672 -97.7918 869.331 
0.16 837.382 40.5175 -140.907 567.757 624.203 46.5774 -28.7717 601.133 909.85 168.94 -25.4469 803.648 1029.14 231.315 -66.146 593.562 501.413 107.969 15.5498 804.883 692.441 -219.771 -105.355 671.738 780.843 6.25064 27.1836 694.613 502.699 158.729 -51.6043 745.474 784.834 -137.872 20.2061 643.199 1243.85 -26.8094 -143.851 639.905 1231.3 234.082 -61.571 826.13 1246.82 153.624 -54.8391 564.967 981.696 -99.0614 -201.795 797.044 981.225 94.8294 -66.4393 756.488 1295.34 -60.7923 -13.6758 816.963 492.031 -134.292 -23.1956 273.408 1111.93 154.271 15.1375 827.451 998.77 3.44633 -120.56 806.544 862.322 32.4093 -94.4452 650.358 1044.78 126.218 -98.0058 799.749 
0.176 830.13 40.2766 -139.836 552.097 648.874 46.2807 -30.1939 585.056 899.426 167.594 -25.4719 716.448 1063.93 229.13 -65.931 578.653 507.365 106.882 13.4087 770.607 688.91 -219.039 -104.731 660.775 774.636 6.09021 26.6535 663.354 504.135 156.864 -53.0935 710.581 779.441 -137.937 19.0405 631.964 1231.53 -26.8843 -142.646 633.089 1219.3 232.777 -61.4092 734.036 1222.97 153.054 -54.7388 555.26 973.608 -98.9668 -194.824 754.056 972.875 94.4183 -66.2828 732.1 1276.31 -60.9203 -14.2641 784.601 502.209 -134.125 -23.1952 271.923 1099.52 152.75 12.8639 734.476 988.098 3.27383 -120.154 715.556 853.655 31.9424 -93.8629 633.424 1033.23 125.717 -98.1667 732.675 
0.192 822.291 40.0134 -138.672 535.736 673.339 45.9565 -31.695 568.12 888.232 166.128 -25.499 636.623 1094.2 226.751 -65.6965 562.83 513.524 105.699 11.1244 735.061 685.06 -218.24 -104.053 648.993 767.923 5.91497 26.0775 631.645 505.605 154.837 -54.6331 674.837 773.581 -137.999 17.7841 619.914 1218.2 -26.966 -141.339 625.711 1206.3 231.354 -61.2327 649.21 1197.57 152.432 -54.6293 544.862 964.842 -98.8633 -187.136 710.357 963.83 93.9692 -66.1092 706.447 1255.85 -61.0593 -14.8973 750.865 512.705 -133.941 -23.1947 270.311 1086.12 151.094 10.4412 648.882 976.58 3.08545 -119.711 632.141 844.319 31.4332 -93.2302 615.505 1020.77 125.17 -98.2595 668.912 
0.208 813.891 39.7281 -137.419 518.827 697.158 45.6053 -33.262 550.468 876.321 164.542 -25.5281 564.256 1119.22 224.183 -65.4429 546.224 519.81 104.42 8.7113 698.63 680.898 -217.376 -103.322 636.447 760.728 5.72504 25.457 599.852 507.085 152.649 -56.2041 638.67 767.267 -138.057 16.4422 607.11 1203.89 -27.0545 -139.932 617.793 1192.35 229.813 -61.0415 572.026 1170.77 151.758 -54.5105 533.828 955.422 -98.7507 -178.879 666.499 954.114 93.4824 -65.9182 679.755 1234.06 -61.2089 -15.5725 716.097 523.381 -133.739 -23.1942 268.578 1071.78 149.305 7.88548 571.057 964.26 2.88134 -119.232 556.652 834.353 30.8825 -92.5486 596.741 1007.44 124.577 -98.2703 608.97 
0.224 804.957 39.4208 -136.079 501.515 719.931 45.2271 -34.8818 532.241 863.747 162.84 -25.5592 499.136 1138.53 221.43 -65.1704 528.973 526.145 103.047 6.18441 661.679 676.429 -216.446 -102.539 623.193 753.071 5.52057 24.7931 568.293 508.552 150.305 -57.7873 602.468 760.514 -138.108 15.02 593.616 1188.64 -27.1498 -138.43 609.358 1177.48 228.157 -60.8359 502.472 1142.73 151.031 -54.3826 522.217 945.373 -98.6292 -170.211 622.975 943.755 92.9583 -65.7094 652.246 1211.02 -61.3688 -16.2868 680.627 534.103 -133.518 -23.1935 266.726 1056.55 147.387 5.21314 500.989 951.183 2.66166 -118.716 489.041 823.795 30.2908 -91.8193 577.27 993.288 123.939 -98.1872 553.121 
0.24 795.519 39.0919 -134.656 483.94 741.306 44.8224 -36.5412 513.576 850.566 161.023 -25.592 440.87 1151.88 218.496 -64.8794 511.215 532.451 101.583 3.55895 624.548 671.66 -215.453 -101.705 609.292 744.978 5.3017 24.0872 537.233 509.981 147.81 -59.3646 566.578 753.336 -138.149 13.5233 579.498 1172.5 -27.2517 -136.836 600.432 1161.73 226.387 -60.616 440.273 1113.63 150.253 -54.2457 510.088 934.722 -98.4986 -161.282 580.212 932.781 92.3971 -65.4822 624.136 1186.84 -61.5387 -17.0372 644.769 544.739 -133.279 -23.1927 264.761 1040.48 145.342 2.44093 438.395 937.394 2.42657 -118.164 428.979 812.688 29.6587 -91.0441 557.23 978.372 123.256 -97.9999 501.46 
0.256 785.605 38.7414 -133.152 466.227 760.984 44.3914 -38.2271 494.606 836.835 159.094 -25.6266 388.963 1159.24 215.386 -64.5702 493.083 538.652 100.03 0.850337 587.549 666.598 -214.398 -100.823 594.803 736.472 5.06857 23.3409 506.892 511.348 145.168 -60.9184 531.302 745.751 -138.18 11.9578 564.822 1155.52 -27.3602 -135.153 591.04 1145.16 224.505 -60.382 384.989 1083.62 149.425 -54.0997 497.499 923.495 -98.3591 -152.233 538.571 921.222 91.7993 -65.2365 595.634 1161.63 -61.7181 -17.8204 608.814 555.165 -133.022 -23.1918 262.687 1023.64 143.173 -0.414271 382.824 922.943 2.17628 -117.577 375.962 801.073 28.9872 -90.2243 536.754 962.742 122.527 -97.7003 453.945 
0.272 775.247 38.3696 -131.57 448.494 778.72 43.9344 -39.9268 475.454 822.611 157.055 -25.6627 342.873 1160.74 212.106 -64.2431 474.707 544.677 98.3887 -1.92604 550.963 661.251 -213.28 -99.8932 579.787 727.58 4.82137 22.5556 477.443 512.63 142.383 -62.4326 496.897 737.776 -138.197 10.3294 549.655 1137.74 -27.4752 -133.387 581.209 1127.81 222.513 -60.1343 336.091 1052.87 148.546 -53.9448 484.51 911.722 -98.2107 -143.19 498.347 909.108 91.1653 -64.9717 566.935 1135.49 -61.9066 -18.6333 573.03 565.263 -132.745 -23.1907 260.508 1006.07 140.884 -3.33565 333.731 907.878 1.91096 -116.956 329.39 788.993 28.2768 -89.3617 515.972 946.451 121.755 -97.2823 410.446 
0.288 764.475 37.9768 -129.915 430.845 794.324 43.4518 -41.6279 456.238 807.95 154.91 -25.7004 302.05 1156.68 208.66 -63.8985 456.21 550.459 96.6627 -4.75491 515.036 655.627 -212.103 -98.9179 564.306 718.326 4.56027 21.7329 449.02 513.803 139.46 -63.892 463.573 729.43 -138.198 8.64435 534.064 1119.21 -27.5965 -131.54 570.966 1109.72 220.413 -59.8729 293.007 1021.55 147.618 -53.7812 471.181 899.433 -98.0533 -134.259 459.771 896.471 90.4955 -64.6877 538.222 1108.52 -62.1037 -19.4724 537.659 574.926 -132.449 -23.1895 258.231 987.828 138.478 -6.3066 290.532 892.249 1.63082 -116.3 288.627 776.491 27.5285 -88.458 495.006 929.554 120.939 -96.742 370.768 
0.304 753.321 37.5631 -128.188 413.37 807.656 42.9438 -43.3187 437.063 792.909 152.66 -25.7395 265.96 1147.42 205.054 -63.5368 437.706 555.935 94.8539 -7.62126 479.982 649.736 -210.866 -97.8987 548.422 708.738 4.28545 20.8745 421.719 514.845 136.405 -65.283 431.498 720.731 -138.181 6.90868 518.114 1099.98 -27.7241 -129.617 560.339 1090.95 218.207 -59.5981 255.163 989.796 146.64 -53.6088 457.57 886.657 -97.8869 -125.528 423.016 883.344 89.7903 -64.384 509.666 1080.82 -62.3092 -20.3345 502.915 584.056 -132.132 -23.1881 255.858 968.982 135.959 -9.31085 252.638 876.108 1.33608 -115.611 253.037 763.611 26.7431 -87.515 473.971 912.106 120.081 -96.0776 334.68 
0.32 741.816 37.129 -126.395 396.15 818.628 42.411 -44.9878 418.029 777.542 150.309 -25.7799 234.101 1133.43 201.293 -63.1585 419.297 561.047 92.965 -10.5104 445.979 643.586 -209.571 -96.8373 532.195 698.841 3.9971 19.9821 395.606 515.736 133.222 -66.5937 400.799 711.701 -138.144 5.12863 501.872 1080.1 -27.8579 -127.622 549.357 1071.53 215.897 -59.3102 222.007 957.761 145.614 -53.4279 443.734 873.426 -97.7117 -117.066 388.204 869.758 89.0503 -64.0607 481.42 1052.51 -62.5224 -21.2161 468.984 592.568 -131.796 -23.1865 253.397 949.587 133.33 -12.3326 219.483 859.505 1.02697 -114.89 222.016 750.394 25.9215 -86.5345 452.976 894.163 119.179 -95.2891 301.932 
0.336 729.994 36.6747 -124.537 379.253 827.197 41.8535 -46.6248 399.223 761.901 147.86 -25.8215 206.006 1115.2 197.383 -62.7638 401.078 565.743 90.9984 -13.4083 413.175 637.19 -208.219 -95.7357 515.685 688.662 3.69543 19.0573 370.721 516.457 129.917 -67.8136 371.567 702.359 -138.084 3.31042 485.4 1059.62 -27.9977 -125.561 538.048 1051.53 213.485 -59.0094 193.014 925.582 144.54 -53.2384 429.728 859.771 -97.5275 -108.928 355.405 855.748 88.2759 -63.7174 453.62 1023.68 -62.7429 -22.1139 436.025 600.385 -131.438 -23.1846 250.851 929.7 130.596 -15.3567 190.533 842.491 0.703722 -114.135 195 736.883 25.0646 -85.5184 432.12 875.779 118.236 -94.3783 272.27 
0.352 717.884 36.2004 -122.62 362.736 833.359 41.272 -48.2199 380.722 746.04 145.315 -25.8641 181.25 1093.26 193.331 -62.3534 383.128 569.98 88.9568 -16.3013 381.686 630.556 -206.812 -94.5957 498.95 678.228 3.38065 18.1021 347.081 516.988 126.496 -68.9338 343.862 692.727 -138 1.46023 468.761 1038.61 -28.1435 -123.436 526.442 1030.99 210.975 -58.696 167.704 893.39 143.419 -53.0406 415.606 845.724 -97.3344 -101.15 324.654 841.348 87.4676 -63.3541 426.389 994.427 -62.9702 -23.0244 404.168 607.445 -131.06 -23.1825 248.226 909.38 127.76 -18.3685 165.297 825.116 0.366583 -113.35 171.481 723.119 24.1734 -84.4685 411.493 857.01 117.252 -93.3487 245.44 
0.368 705.519 35.7064 -120.647 346.645 837.15 40.6667 -49.7642 362.594 730.007 142.678 -25.9076 159.448 1068.14 189.142 -61.9276 365.52 573.717 86.843 -19.1765 351.6 623.697 -205.351 -93.4192 482.049 667.564 3.05298 17.1181 324.685 517.314 122.964 -69.947 317.713 682.827 -137.89 -0.415814 452.013 1017.1 -28.2951 -121.253 514.567 1009.97 208.368 -58.3703 145.639 861.304 142.252 -52.8346 401.418 831.316 -97.1325 -93.7578 295.949 826.59 86.6261 -62.9709 399.831 964.857 -63.2038 -23.9445 373.52 613.696 -130.661 -23.1802 245.527 888.685 124.826 -21.3544 143.328 807.429 0.01581 -112.534 151.002 709.142 23.2489 -83.3869 391.175 837.909 116.226 -92.2049 221.199 
