# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.102984 -----------------
#dely    BF
0.050 -0.1371 -0.0001
0.150 -0.1313 -0.0001
0.250 -0.1231 -0.0001
0.350 -0.1057 -0.0001
0.450 -0.0965 -0.0001
0.550 -0.0797 -0.0001
0.650 -0.0709 -0.0001
0.750 -0.0613 -0.0001
0.850 -0.0519 -0.0001
0.950 -0.0452 -0.0001
1.050 -0.0377 -0.0001
1.150 -0.0298 -0.0001
1.250 -0.0229 -0.0001
1.350 -0.0177 -0.0001
1.450 -0.0108 -0.0001
1.550 -0.0057 -0.0000
1.650 -0.0023 -0.0000
1.750 -0.0002 -0.0000
