# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0302823 -----------------
#dely    BF
0.050 -0.0291 -0.0000
0.150 -0.0251 -0.0000
0.250 -0.0138 -0.0000
0.350 -0.0013 -0.0000
0.450  0.0114  0.0000
0.550  0.0218  0.0000
0.650  0.0335  0.0001
0.750  0.0402  0.0001
0.850  0.0420  0.0001
0.950  0.0436  0.0001
1.050  0.0427  0.0001
1.150  0.0397  0.0001
1.250  0.0325  0.0001
1.350  0.0269  0.0001
1.450  0.0187  0.0001
1.550  0.0129  0.0001
1.650  0.0056  0.0001
1.750  0.0005  0.0000
