# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.211629 -----------------
#dely    BF
0.050  0.3455  0.0028
0.150  0.3117  0.0026
0.250  0.2843  0.0025
0.350  0.2542  0.0023
0.450  0.2140  0.0021
0.550  0.2007  0.0021
0.650  0.1336  0.0015
0.750  0.1183  0.0014
0.850  0.0923  0.0012
0.950  0.0598  0.0009
1.050  0.0460  0.0008
1.150  0.0281  0.0005
1.250  0.0153  0.0003
1.350  0.0075  0.0002
1.450  0.0036  0.0001
1.550  0.0008  0.0000
1.650  0.0005  0.0000
1.750 -0.0001 -0.0000
